fold,epoch,supervised_loss,semi_supervised_loss
1,1,0.19088693062464396,0
1,2,0.04131669203440348,0
1,3,0.02159332831700643,0
1,4,0.022552311420440674,0
1,5,0.01839519739151001,0
1,6,0.017231178283691407,0
1,7,0.016234588623046876,0
1,8,0.016908804575602215,0
1,9,0.017187062899271646,0
1,10,0.014792243639628092,0
1,11,0.013493855794270834,0
1,12,0.016401588916778564,0
1,13,0.02005397081375122,5.18122727781963e-10
1,14,0.07990169525146484,0
1,15,0.031148485342661538,5.086856283719444e-09
1,16,0.035415053367614746,0
1,17,0.0297263503074646,6.5635798105991335e-09
1,18,0.04363611936569214,0
1,19,0.03406870365142822,5.5039032808269235e-09
1,20,0.03127591212590535,0
1,21,0.03215590715408325,2.8047797843241323e-09
1,22,0.03279326756795247,0
1,23,0.025203442573547362,4.0500705930859646e-09
1,24,0.02707500457763672,0
1,25,0.024812563260396322,5.541873644432371e-09
1,26,0.02762680451075236,0
1,27,0.023380200068155926,7.706083087541607e-09
1,28,0.03347724676132202,0
1,29,0.028126569588979085,4.737959247841799e-09
1,30,0.02729300657908122,0
2,1,0.02288102706273397,0
2,2,0.02213523785273234,0
2,3,0.02627529700597127,0
2,4,0.0233046293258667,0
2,5,0.021683371067047118,0
2,6,0.02588581641515096,0
2,7,0.02713226079940796,0
2,8,0.025426606337229412,0
2,9,0.023452027638753255,0
2,10,0.02829845348993937,0
2,11,0.023246713479359946,0
2,12,0.026319428284962972,0
2,13,0.02098979949951172,3.3510936849377406e-09
2,14,0.019950278600056968,0
2,15,0.02448657751083374,0.0
2,16,0.0313005010286967,0
2,17,0.029578240712483723,0.0
2,18,0.03327952226003011,0
2,19,0.023189608256022134,0.0
2,20,0.035379262765248616,0
2,21,0.03189529577891032,0.0
2,22,0.035052295525868735,0
2,23,0.0323379913965861,0.0
2,24,0.0385290781656901,0
2,25,0.031416539351145426,0.0
2,26,0.03653361797332764,0
2,27,0.029598732789357502,0.0
2,28,0.041334505875905356,0
2,29,0.030237642923990886,0.0
2,30,0.03474989334742228,0
3,1,0.0324702262878418,0
3,2,0.027714812755584718,0
3,3,0.026131888230641682,0
3,4,0.023616166909535725,0
3,5,0.021243417263031007,0
3,6,0.02168265183766683,0
3,7,0.019791587193806966,0
3,8,0.021063049634297688,0
3,9,0.023318350315093994,0
3,10,0.019265294075012207,0
3,11,0.0274119774500529,0
3,12,0.01940913200378418,0
3,13,0.01653087536493937,0.0
3,14,0.02924590508143107,0
3,15,0.02258525292078654,0.0
3,16,0.03219013611475627,0
3,17,0.02421499490737915,0.0
3,18,0.033070890108744304,0
3,19,0.028481741746266682,0.0
3,20,0.03390808502833049,0
3,21,0.029556787014007567,0.0
3,22,0.03572341203689575,0
3,23,0.026926112174987794,0.0
3,24,0.03519572416941325,0
3,25,0.02842644453048706,0.0
3,26,0.03524878025054932,0
3,27,0.02797391414642334,0.0
3,28,0.0375559131304423,0
3,29,0.025914986928304035,0.0
3,30,0.03439493974049886,0
