fold,epoch,supervised_loss,semi_supervised_loss
1,1,0.2023430625597636,0
1,2,0.0339013934135437,0
1,3,0.02057975927988688,0
1,4,0.022230362892150878,0
1,5,0.018252591292063396,0
1,6,0.017410210768381753,0
1,7,0.01598147948582967,0
1,8,0.016219441095987955,0
1,9,0.017026750246683757,0
1,10,0.014597622553507487,0
1,11,0.014294719696044922,0
1,12,0.016875859101613364,0
1,13,0.020641577243804932,36.83755274021879
1,14,0.01210407018661499,0
1,15,0.0117705504099528,36.847422038283305
1,16,0.01705846389134725,0
1,17,0.018131713072458904,36.86432506192115
1,18,0.016041874885559082,0
1,19,0.014799690246582032,36.84404255135711
1,20,0.015132160981496175,0
1,21,0.020831080277760823,36.861341976425024
1,22,0.01087649663289388,0
1,23,0.01550918420155843,36.84972537720757
1,24,0.011807723840077718,0
1,25,0.015083332856496176,36.86080254239989
1,26,0.011941603819529216,0
1,27,0.011704778671264649,36.869405948621335
1,28,0.012012624740600586,0
1,29,0.014189569155375163,36.85103418898685
1,30,0.011849629878997802,0
2,1,0.013570169607798258,0
2,2,0.013945651054382325,0
2,3,0.01656841437021891,0
2,4,0.014306636651357015,0
2,5,0.013716566562652587,0
2,6,0.018161280949910482,0
2,7,0.02059538761774699,0
2,8,0.016358709335327147,0
2,9,0.016364888350168864,0
2,10,0.022545238335927326,0
2,11,0.017113224665323893,0
2,12,0.019346328576405843,0
2,13,0.013002745310465495,36.8535395327801
2,14,0.008026568094889323,0
2,15,0.013537216186523437,36.84876723436532
2,16,0.014819761117299398,0
2,17,0.016241931915283205,36.83406014156781
2,18,0.013771172364552815,0
2,19,0.009834412733713787,36.84859558105469
2,20,0.011967376867930094,0
2,21,0.018633528550465902,36.84042244903312
2,22,0.011584707101186116,0
2,23,0.01606665849685669,36.85100611566981
2,24,0.012903106212615967,0
2,25,0.015317833423614502,36.85897649243274
2,26,0.011315457026163737,0
2,27,0.012453424930572509,36.84377817007211
2,28,0.01303555965423584,0
2,29,0.011174456278483073,36.868707320269415
2,30,0.010809640089670816,0
3,1,0.013907015323638916,0
3,2,0.01596011718114217,0
3,3,0.016632564862569175,0
3,4,0.013839383920033773,0
3,5,0.012110582987467448,0
3,6,0.00952839454015096,0
3,7,0.013489031791687011,0
3,8,0.009584983189900717,0
3,9,0.013556468486785888,0
3,10,0.010237395763397217,0
3,11,0.01761076052983602,0
3,12,0.013031216462453206,0
3,13,0.009843695163726806,36.77046721819873
3,14,0.01283654769261678,0
3,15,0.012136662006378173,36.84547603410174
3,16,0.012342182795206706,0
3,17,0.011598201592763265,36.84680099146707
3,18,0.01300808588663737,0
3,19,0.012880078951517741,36.838682297172895
3,20,0.012242825826009114,0
3,21,0.016080689430236817,36.847340133342335
3,22,0.01430670420328776,0
3,23,0.012819453080495199,36.859382762908936
3,24,0.016426706314086915,0
3,25,0.013007016976674397,36.851085213074
3,26,0.016188323497772217,0
3,27,0.012232009569803875,36.73852747136896
3,28,0.015964357058207194,0
3,29,0.011413141091664632,36.8333074937173
3,30,0.01433941920598348,0
