fold,epoch,supervised_loss,semi_supervised_loss
1,1,0.47101183235645294,0
1,2,0.08959382524092992,0
1,3,0.049977954228719076,0
1,4,0.051851347709695496,0
1,5,0.041565076385935144,0
1,6,0.03405016958713532,0
1,7,0.03255108656982581,0
1,8,0.0339624110609293,0
1,9,0.03063056506216526,0
1,10,0.028384307771921156,0
1,11,0.025090701381365457,0
1,12,0.029953591401378314,0
1,13,0.03787554421772559,36.84825190141111
1,14,0.02166080412765344,0
1,15,0.02427855512748162,36.84109055939444
1,16,0.028415845582882564,0
1,17,0.02805248082925876,36.82142583458825
1,18,0.024864318345983825,0
1,19,0.01893020191540321,36.85278899884531
1,20,0.021987921247879665,0
1,21,0.037977460337181884,36.8504896383681
1,22,0.01918118496735891,0
1,23,0.02637742484609286,36.856864582408555
1,24,0.022277959808707237,0
1,25,0.02250048201531172,36.860334905563974
1,26,0.018314560875296593,0
1,27,0.017524008887509504,36.860429270514125
1,28,0.01601598256578048,0
1,29,0.01734723479797443,36.85220782540061
1,30,0.022121312779684862,0
2,1,0.04034591627617677,0
2,2,0.03089573091516892,0
2,3,0.031353063446780044,0
2,4,0.028491411792735257,0
2,5,0.02382463769366344,0
2,6,0.02673234970619281,0
2,7,0.023120204359292983,0
2,8,0.026064087947209675,0
2,9,0.01931260557224353,0
2,10,0.022001353713373344,0
2,11,0.025446268108983833,0
2,12,0.019010381152232487,0
2,13,0.02454564906656742,36.852550851731074
2,14,0.01430716539422671,0
2,15,0.019544642729063828,36.837235322365395
2,16,0.021454470790922643,0
2,17,0.021386386764546236,36.85739115664833
2,18,0.019609657550851502,0
2,19,0.012918628317614396,36.85703700164269
2,20,0.01782765466098984,0
2,21,0.023176252966125806,36.85753434214426
2,22,0.01825184691697359,0
2,23,0.023463677739103635,36.84982819363003
2,24,0.016324957956870396,0
2,25,0.02167936364809672,36.858306087917754
2,26,0.02075891519586245,0
2,27,0.027712134023507435,36.84373275688411
2,28,0.02156850347916285,0
2,29,0.01964943129569292,36.85439448570138
2,30,0.015820251156886418,0
3,1,0.029876459141572317,0
3,2,0.027876112299660843,0
3,3,0.022269368854661784,0
3,4,0.021674659848213196,0
3,5,0.019469409001370272,0
3,6,0.016835040723284084,0
3,7,0.020527354503671328,0
3,8,0.014698390911022822,0
3,9,0.01703443399940928,0
3,10,0.013705898697177568,0
3,11,0.021708945433298748,0
3,12,0.014497660162548224,0
3,13,0.01613735466574629,36.8718007935418
3,14,0.02324681288252274,0
3,15,0.018206381984055043,36.85984701361538
3,16,0.019749322657783827,0
3,17,0.016235434326032798,36.86509668530516
3,18,0.013069097915043433,0
3,19,0.014692257282634576,36.870259863840964
3,20,0.015114027510086695,0
3,21,0.015594095674653847,36.8640084429485
3,22,0.014239753782749175,0
3,23,0.013776163198053836,36.84284925031233
3,24,0.020306688112517197,0
3,25,0.015097178922345241,36.86481479008992
3,26,0.0160910381625096,0
3,27,0.016270864165077607,36.86676851325079
3,28,0.0166973483748734,0
3,29,0.01361986283833782,36.87161664740984
3,30,0.013356300815939904,0
